Shanghai	상하이
Apple Valley	애플 밸리
Oak Glen	오크 글렌
Rincon	린콘
Anderson	앤더슨
Crestone	크레스톤
Fort White	포트 화이트
Wellborn	웰본
Sugar Hill	슈가 힐
Bonaire	보네어
Hidden Valley	히든 밸리
Richfield	리치필드
Ironsides	아이언사이즈
Mankato	맨카토
Lakeland	레이크랜드
Learned	러니드
Isola	아이솔라
Gautier	고티어
Itta Bena	이타 베나
Laredo	러레이도
Creve Coeur	크리브 코어
Cincinnatus	신시내터스
Old Fort	올드 포트
Cherokee	체로키
Larson	라슨
Hanks	행크스
Orlando	올랜도
Logan	로건
Sunrise	선라이즈
Saint Louis	세인트 루이스
Boston Harbor	보스턴 하버
Bismarck	비스마르크
Atwell	애트웰
Squire	스콰이어
Spring Green	스프링 그린
Minong	미농
Keno	키노
Crossville	크로스빌
Bolivar	볼리바르
Blanco	블랑코
La Marque	라 마르케
Terrell	테럴
Booker	부커
Hoquiam	호퀴엄
Cripple Creek	크리플크리크
Calcasieu Parish	칼카슈 패리시
Lassen County	래슨 카운티
Clay County	클레이 카운티
Ellis County	엘리스 카운티
Pawnee County	포니 카운티
Crane County	크레인 카운티
Nectar	넥타
Moreland	모얼랜드
Matfield Green	매트필드 그린
Lewis County	루이스 카운티
Flagler County	플래글러 카운티
Highlands County	하일랜즈 카운티
Nez Perce County	네즈퍼스 카운티
Chattahoochee County	채터후치 카운티
Polk County	포크 카운티
McPherson County	맥퍼슨 카운티
Juab County	주압 카운티
Portage Lake	포티지 레이크
Conway	콘웨이
Kennebunkport	케네벙크포트
Ensley	앤슬리
Nenana	네나나
Peoria	피오리아
Antelope Acres	앤텔로피 에이커스
Ault	올트
Lithia	리티아
Sumatra	수마트라
Hudson Beach	허드슨비치
Trion	트라이언
Ola	올라
Newborn	뉴본
Wrens	렌스
Dublin	더블린
Conyers	코니어스
Gardena	가데나
Hauser	하우저
Seville	세빌
Arnold	아놀드
Edgewater	에지워터
Miami	마이애미
Barnard	버나드
Acy	에이시
Madison Heights	매디슨 하이츠
Saline	설린
Aldrich	알드리치
Clark	클라크
Skillman	스킬먼
Manlius	맨리어스
Manchester	맨체스터
Kings Mountain	킹스 마운틴
Cuba	쿠바
Shaker Heights	셰이커 하이츠
Bangs	뱅스
Caldwell	콜드웰
Newalla	뉴왈라
Tulsa	털사
Monte Verde	몬테 베르데
Sigurd	시구르드
St. George	세인트 조지
Compton	컴튼
Snowville	스노우빌
Pacific Beach	퍼시픽 비치
Yelm	옐름
Lynden	린든
Fayetteville	파이에트빌
Greenland	그린랜드
Ury	유라이
Harman	하먼
Rosemont	로즈몬트
Brussels	브뤼셀
Rhinelander	라인랜더
John Day	존 데이
Paisley	페이슬리
Holladay	홀라데이
Ingram	잉그램
Zapata	사파타
Meridian	머리디언
Parkersburg	파커즈버그
Southeast Fairbanks Census Area	사우스이스트 페어뱅크스 인구조사구역
Monroe County	먼로 카운티
Montcalm County	몽칼름 카운티
Trinity County	트리니티 카운티
Greene County	그린 카운티
Big Horn County	빅 혼 카운티
Hoke County	호크 카운티
Foard County	포드 카운티
Gregg County	그레그 카운티
Belk	벨크
Montevallo	몬테발로
Myrtlewood	머틀우드
Paradise Valley	파라다이스 밸리
Rancho Santa Margarita	랜초 샌타 마가리타
Salida	살리다
Hagan	헤이건
Nelson County	넬슨 카운티
Baca County	바카 카운티
Tolland County	톨랜드 카운티
Bonneville County	본빌 카운티
Logan County	로건 카운티
Winnebago County	위너베이고 카운티
Clayton County	클레이턴 카운티
Hancock County	핸콕 카운티
Shirley	셜리
Wellton	웰턴
Mena	메나
Silverado Canyon	실베라도 캐년
Asti	애스티
Brooksville	브룩스빌
Bascom	베스컴
Mount Dora	마운트 도라
Ocean Breeze Park	오션브리즈파크
Greenacres	그린에이커스
Eagle Lake	이글레이크
Senyah	세냐
Oglethorpe	오글소프
Mount Olive	마운트 올리브
Haven	헤이븐
Fudge	퍼지
Warba	와바
Butterfield	버터필드
Iron Mountain	아이언 마운틴
Orwell	오웰
West Union	웨스트 유니언
Hillsdale	힐스데일
Efland	에플랜드
Stokes	스톡스
Lakeville	레이크빌
Florence	플로렌스
Brandt	브랜트
Asher	애셔
Brandon	브랜든
Zuni	주니
Mt. Hermon	마운트 헤르몬
Widen	와이든
Horner	호너
River Falls	리버 폴스
Carrabelle	카라벨
Elmira	엘마이라
Nonpareil	넌파레일
Olex	올렉스
Prospect	프로스펙트
Durham	더햄
Doylestown	도일스타운
Villanova	빌라노바
Bamberg	밤베르그
Mount Pleasant	마운트 플레전트
Germantown	저먼타운
Red Oak	레드 오크
Alfred	알프레드
Vera	베라
Jackson	잭슨
Allegany County	앨러게니 카운티
Bates County	베이츠 카운티
Scotts Bluff County	스코츠 블러프 카운티
Mountrail County	마운트레일 카운티
Malheur County	맬히어 카운티
Greene County	그린 카운티
Ector County	엑터 카운티
Erath County	에라스 카운티
Casa Grande	카사그랜드
Horseshoe Bend	호스슈벤드
Limon	리몬
Lapel	라펠
Westgate	웨스트게이트
Clay County	클레이 카운티
Kanawha County	캐너와 카운티
Timken	팀켄
Sumter County	섬터 카운티
Delaware County	델라웨어 카운티
Ellsworth County	엘스워스 카운티
Lincoln County	링컨 카운티
Houma	후마
Charlton	찰턴
Point Hope	포인트 호프
Kotzebue	코체부
Diomede	디오메드
French Corral	프렌치 코랄
Norden	노든
Manalapan	머낼러펀
Woolsey	울지
Snellville	스넬빌
Kathleen	캐슬린
Bolingbroke	볼링브룩
Sun Valley	선 밸리
Porthill	포트힐
Latona	래토나
Tice	타이스
Crenshaw	크렌쇼
Evanston	에반스턴
Monti	몬티
Grahn	그랜
Switzer	스위쳐
Cologne	콜롱
Currie	커리
Metcalfe	메트컬프
Chadwick	채드윅
Rodeo	로데오
St. Johnsville	세인트 존스빌
Gragg	그래그
Marion	매리언
Reedsville	리즈빌
Forest Park	포레스트 파크
Dacoma	다코마
Kenbridge	켄브리지
Roslyn	로즐린
Philippi	필리피
Belington	벨링턴
Gip	깁
Worth	워스
Cashmere	캐시미어
Auvil	오빌
Cherry	체리
Gurney	거니
Clintonville	클린튼빌
Hiland	하일랜드
Indialantic	인디앨란틱
Hanahan	하나한
Wessington	웨싱턴
Nutbush	너트부시
Hix	힉스
Wells	웰스
Robert Lee	로버트 리
Glen Rose	글렌 로즈
Wharton	와튼
Hale County	헤일 카운티
Haines Borough	헤인즈 버러
Cameron Parish County	캐머런 패리시
Terrebonne Parish	테레본 패리시
West Feliciana Parish	웨스트 펠리치아나 패리시
Cecil County	세실 카운티
Sutter County	서터 카운티
Forrest County	포레스트 카운티
Pender County	펜더 카운티
Medina County	메디나 카운티
Baker County	베이커 카운티
Coos County	코어스 카운티
Wayne County	웨인 카운티
Lawrence County	로렌스 카운티
Brewster County	브루스터 카운티
Hall County	홀 카운티
Howard County	하워드 카운티
Clanton	클랜턴
Colquitt	콜킷
Fluvanna County	플루밴너 카운티
Munster	먼스터
Greene County	그린 카운티
Storm Lake	스톰 레이크
Quimby	큄비
Chittenden County	치헌던 카운티
Wakulla County	와쿨라 카운티
Madison County	매디슨 카운티
Goff	고프
Monroe County	먼로 카운티
Lincoln County	링컨 카운티
Henry County	헨리 카운티
Linn County	린 카운티
Daviess County	데이비스 카운티
Crawford County	크로퍼드 카운티
Stow	스토
Belmont	벨몬트
Eastham	이스텀
Beauregard	보르가드
Sycamore	시카모어
McGrath	맥그래스
Westport	웨스트포트
Brownville	브라운빌
Jacob City	제이콥 시티
Ammon	아몬
Palisades	팰리세이드
Roberts	로버츠
Belltown	벨타운
Helena	헬레나
Olivet	올리벳
Maple City	메이플 시티
Silverdale	실버데일
Mackinac Island	맥키노 아일랜드
Nadeau	네이도
Chaska	채스카
Mountain Lake	마운틴 레이크
Kinney	키니
Whiteface	화이트페이스
Louin	루인
New Wells	뉴 웰스
Powersite	파워사이트
Sweet Grass	스윗 그래스
Neligh	넬리
Hawthorne	호손
Piermont	피어몬트
Villanueva	빌라누에바
Willing	윌링
Gorham	고램
Morehead City	모어헤드 시티
Rocky Mount	록키 마운트
Gastonia	개스토니아
Pinnacle	피나클
Lefor	르포
Lacarne	라칸
Marland	마랜드
Eastville	이스트빌
Ocean Shores	오션 쇼어즈
Dingy	딩이
McCauley	매컬리
Varney	바니
New Amsterdam	뉴 암스테르담
Beulah	벨루아
Jenners	제너스
Cassatt	카사트
Alcoa	알코아
Dandridge	댄드리지
West University Place	웨스트 유니버시티 플레이스
Cash	캐시
Jackson County	잭슨 카운티
Garfield County	가필드 카운티
Yadkin County	야드킨 카운티
Wayne County	웨인 카운티
Allgood	올굿
Nueces County	누에시스 카운티
Liberty County	리버티 카운티
Cumberland County	컴벌랜드 카운티
Ventura	벤투라
New Providence	뉴 프로비던스
Sully	설리
Paulding County	폴딩 카운티
Wayne County	웨인 카운티
Knox County	녹스 카운티
Macoupin County	마쿠핀 카운티
Payette County	파예트 카운티
Teton County	티턴 카운티
Grant County	그랜트 카운티
Posey County	포지 카운티
Wells County	웰스 카운티
Stearns	스턴스
Hardin County	하딘 카운티
Graves County	그레이브스 카운티
Leesville	리즈빌
Whitman	휘트먼
Deerfield	디어필드
Ipswich	입스위치
Berkley	버클리
Orono	오로노
Green Bay	그린 베이
Tabernacle	타버나클
Double Adobe	더블 아도비
Adona	아도나
Mendota	멘도타
Newell	뉴웰
Grover Beach	그로버 비치
Hessel	헤슬
Sand Bed	샌드 베드
Dahlonega	달로네가
Sky Valley	스카이 밸리
Hagarstown	해거스타운
Tipton	팁턴
Radford	래드포드
Edinburgh	에딘버그
Everton	에버턴
Woodland Hills	우드랜드 힐스
Sunnydale	서니데일
Bay Shore	베이 쇼어
Lynd	린드
Owatonna	오와토나
Heathman	히스먼
Matson	맷슨
Roy	로이
Rexford	렉스포드
Sloan	슬로언
Millington	밀링턴
Crawford	크로퍼드
Pittsfield	피츠필드
Blowing Rock	블로윙 록
Rodanthe	로댄스
Oaks	오크스
Grenora	그레노라
South Euclid	사우스 유클리드
Upper Arlington	어퍼 알링턴
Norwalk	노워크
Sterling	스털링
Withrow	위드로
Kent	켄트
Littleton	리틀턴
Sabine	사빈
Menomonie	메노모니
Marquette	마케트
Edmund	에드먼드
Delena	델레나
Applegate	애플게이트
Island City	아일랜드 시티
Sandy Island	샌디 아일랜드
Walker	워커
Murfreesboro	무프리스버러
Heidenheimer	하이덴하이머
Kirby	커비
Tivoli	티볼리
Talladega County	탈레디가 카운티
Dillingham Census Area	딜링햄 인구조사구역
Hoonah-Angoon Census Area	후나-앵군 인구조사구역
Ashley County	애슐리 카운티
Lafourche Parish County	라푸쉬 패리시
Waldo County	왈도 카운티
Lincoln County	링컨 카운티
Lancaster County	랭커스터 카운티
Luna County	루나 카운티
Ashe County	애시 카운티
Cleveland County	클리블랜드 카운티
Craven County	크레이븐 카운티
Forsyth County	포사이스 카운티
Guilford County	길퍼드 카운티
Lenoir County	르누아르 카운티
Bastrop County	배스트롭 카운티
Lanett	라넷
Sylvania	실베니아
New Milford	뉴밀퍼드
North Haven	노스 헤이븐
Amherst County	애머스트 카운티
Colleton County	콜레턴 카운티
Jasper County	재스퍼 카운티
McCormick County	매코믹 카운티
Henry County	헨리 카운티
Braxton County	브랙스턴 카운티
Orleans County	올리언스 카운티
Brantley County	브랜틀리 카운티
Carroll County	캐럴 카운티
Grundy County	그런디 카운티
Lee County	리 카운티
Livingston County	리빙스턴 카운티
Radcliff	래드클리프
Chickasaw County	치카소 카운티
Morris County	모리스 카운티
Person County	퍼슨 카운티
Lewis County	루이스 카운티
Secretary	세크러테리
Greensboro	그린즈버러
Saint Stephens	세인트 스티븐스
Arkansas City	아칸소 시티
Rivervale	리버베일
Dunlap	던랩
Deep Springs	딥 스프링스
Nicasio	니카시오
Elfin Forest	엘핀 포레스트
Cadwell	카드웰
Bloomfield	블룸필드
Basswood Estates	배스우드에스테이츠
Zephyrhills	제피어힐스
Pinellas Park	파이넬러스파크
Cache	캐시
Bethlehem	베들래햄
Bartle	바틀
Saint Martinville	세인트 마틴빌
Keymar	키마
Fair Plain	페어 플레인
Wixom	윅솜
Yale	예일
Giese	기스
Scanlon	스캔런
Syre	사이어
Webb	웹
St. Patrick	세인트 패트릭
Kingsville	킹스빌
Competition	컴페티션
Kaiser	카이저
Morehouse	모어하우스
Crestwood	크레스트우드
Schuyler	스카일러
Pilar	필라
Greig	그레이그
Hamlin	햄린
Skaneateles	스캐니틀리스
Delphos	델포스
Beebe	비브
Clarkson	클락슨
Lewis Center	루이스 센터
Birmingham	버밍햄
Mentor-on-the-Lake	멘토 온 더 레이크
Kenilworth	케닐워스
Walden	월든
Goode	구드
Remington	레밍턴
Cross Keys	크로스 키스
Dungeness	던지니스
Juanita	주아니타
Friday Harbor	프라이데이 하버
Lansing	랜싱
Middleway	미들웨이
Tams	탬스
Glover	글로버
Waupun	오펀
Laketown	레이크타운
Radisson	래디슨
Slab City	슬랩 시티
Vernonia	베르노니아
Iva	아이바
Manning	매닝
Dillon	딜런
Ridgeway	리즈웨이
Gresham	그레셤
Marvin	마빈
Shindler	신들러
Quinn	퀸
Gleason	글리슨
Midlothian	미들로디언
Klein	클라인
Doole	둘
Water Valley	워터 밸리
Bienville Parish County	비앙빌 패리시
Red Lake County	레드 레이크 카운티
Barry County	배리 카운티
Gallatin County	갤러틴 카운티
Humboldt County	험볼트 카운티
Cumberland County	컴벌랜드 카운티
Iredell County	이레델 카운티
Lee County	리 카운티
Lincoln County	링컨 카운티
Sherman County	셔먼 카운티
Eureka Springs	유레카스프링스
Rancho Cordova	랜초 코도바
Snowmass Village	스노우메스 빌리지
East Windsor	이스트윈저
Griswold	그리스올드
Tuscola	터스콜라
Chalmers	찰머스
Garnavillo	가나빌로
Valeria	발레리아
Columbus City	콜럼버스 시티
Mingo County	밍고 카운티
La Plata County	라플라타 카운티
Charlotte County	샬럿 카운티
Murray County	머리 카운티
Hamilton County	해밀턴 카운티
Jersey County	저지 카운티
Clay County	클레이 카운티
Morgan County	모건 카운티
Northborough	노스버러
Freetown	프리타운
Belfast	벨파스트
Pelican	펠리칸
Mountain Center	마운틴 센터
Daggett	대거트
Cotopaxi	코토팍시
Graceville	그레이스빌
Briny Breezes	브라이니브리지스
Morrow	모로
Toccoa	토코아
Twin Falls	트윈 폴스
Palos Hills	팰로스 힐스
Grand Tower	그랜드 타워
Yeager	예거
Orleans	올리언스
Ceylon	실론
Mano	마노
McKinley	맥킨리
Talmo	탈모
Wrigley	뤼글리
Nancy	낸시
Sherwood Forest	셔우드 포레스트
Grandville	그랜드빌
Champlin	챔플린
Fertile	퍼틀
Cruger	크루거
Money	머니
Bellflower	벨플라워
Gobler	고블러
Beverly Hills	비벌리 힐스
Black Jack	블랙 잭
Kinloch	킨로츠
Gillette	질레트
Hibernia	히버니아
Belmont	벨몬트
Macedon	메이스던
Enfield	엔필드
Eno	이노
Meadows	미도우즈
Gutman	거트먼
Piqua	피쿠아
Conover	코노버
Circleville	서클빌
Creola	크레올라
Soper	소퍼
Layton	레이턴
Wendover	웬도버
Staunton	스톤턴
Court House	코트 하우스
Rainier	레이니어
Columbus	컬럼버스
Wagner	와그너
Jonesville	존스빌
Grand Rapids	그랜드 래피즈
Yonna	요나
Banks	뱅크스
Loris	로리스
Daisy	데이지
Lynchburg	린치버그
St. Francis	세인트 프랜시스
San Augustine	샌 오거스틴
Dale County	데일 카운티
Ascension Parish Country	어센션 패리시
St. Charles Parish	세인트 찰스 패리시
Emmet County	에밋 카운티
Ontonagon County	온터나건 카운티
Hayes County	헤이스 카운티
Columbus County	콜럼버스 카운티
Corson County	코슨 카운티
Wise County	와이즈 카운티
Foreman	포어맨
Momence	모멘스
Marlboro County	말버러 카운티
Allison	앨리슨
Tucker County	터커 카운티
Ouray County	유레이 카운티
Bear Lake County	베어 레이크 카운티
Greene County	그린 카운티
Buhler	불러
Pike County	파이크 카운티
Clark County	클라크 카운티
Van Buren County	밴 뷰런 카운티
Pawnee County	포니 카운티
South Portland	사우스 포틀랜드
Kennebunk	케네벙크
Magazine	매거진
San Joaquin	샌 조아퀸
Peardale	피어데일
Nipton	닙튼
Skyforest	스카이포레스트
Dulzura	둘주라
Bonny Doon	보니 둔
Laird	레어드
Leto	레토
Bay Point	베이포인트
Port Richey	포트리치
Auburndale	오번데일
Gilson	길슨
New Hope	뉴 호프
Lowder	로더
Newtown	뉴타운
Sioux City	수 시티
